"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CEMIP2",8.72322352679111e-39,2.08881060302617,0.279,0.195,3.19278704304081e-34,"0","CEMIP2"
"DHX29",8.747863761768e-39,0.360777518019512,0.125,0.287,3.20180561544471e-34,"0","DHX29"
"SFSWAP",9.21081550131082e-39,0.387287981853736,0.128,0.292,3.37125058163477e-34,"0","SFSWAP"
"DDX52",9.26800763370204e-39,0.287398665981491,0.108,0.258,3.39218347401128e-34,"0","DDX52"
"KPNA1",1.35518802165514e-38,0.394027830513817,0.125,0.287,4.96012367805997e-34,"0","KPNA1"
"PPP2R5E",1.36206448554238e-38,0.427877926620149,0.122,0.283,4.98529222353367e-34,"0","PPP2R5E"
"PNISR",1.77759757181891e-38,0.902267018515174,0.572,0.613,6.5061848726144e-34,"0","PNISR"
"UBA2",2.14616615843148e-38,0.278315468621097,0.17,0.361,7.85518275647505e-34,"0","UBA2"
"MED30",2.71406800827443e-38,0.328832336628459,0.135,0.301,9.93376031708524e-34,"0","MED30"
"DUSP11",4.44389672011585e-38,0.398202574514008,0.115,0.268,1.6265106385296e-33,"0","DUSP11"
"LAGE3",4.88448552976592e-38,0.265171290891244,0.142,0.312,1.78777054874962e-33,"0","LAGE3"
"FNBP1",5.11637765339887e-38,1.22446443228748,0.45,0.408,1.87264538492052e-33,"0","FNBP1"
"ZNF511",5.73297448228104e-38,0.274654587283985,0.111,0.26,2.09832599025968e-33,"0","ZNF511"
"REX1BD",5.94970363047782e-38,0.391651751976106,0.164,0.353,2.17765102579119e-33,"0","REX1BD"
"FAM204A",6.8053690946314e-38,0.315650553333884,0.181,0.383,2.49083314232604e-33,"0","FAM204A"
"GLG1",9.08935379187837e-38,0.335791470819368,0.148,0.323,3.3267943813654e-33,"0","GLG1"
"UHMK1",1.01572601213242e-37,0.281850082982194,0.16,0.342,3.71765877700586e-33,"0","UHMK1"
"ILF3",1.90478320440861e-37,0.295125047236733,0.197,0.406,6.97169700645594e-33,"0","ILF3"
"RAB6A",2.06531374741895e-37,0.30393801729925,0.185,0.387,7.55925484692811e-33,"0","RAB6A"
"EZR",2.17921508791942e-37,0.634209218202298,0.617,0.587,7.97614514329388e-33,"0","EZR"
"NELFCD",2.63732533993055e-37,0.382712701157211,0.11,0.258,9.65287447667981e-33,"0","NELFCD"
"AFTPH",3.09542938403685e-37,0.348655200202797,0.158,0.338,1.13295810885133e-32,"0","AFTPH"
"TDG",3.32417818422455e-37,0.284635433304851,0.121,0.276,1.21668245720803e-32,"0","TDG"
"CD37",1.05475146455206e-36,0.537463331580456,0.428,0.31,3.86049583540701e-32,"0","CD37"
"PPIL4",1.96648771658943e-36,0.405287836770589,0.158,0.338,7.19754169148896e-32,"0","PPIL4"
"C16orf87",5.49368256212948e-36,0.386358014679219,0.119,0.27,2.01074275456501e-31,"0","C16orf87"
"TBCB",6.34508651908574e-36,0.331655999938212,0.157,0.335,2.32236511685057e-31,"0","TBCB"
"UBE3A",6.45637753021695e-36,0.350851736932829,0.18,0.374,2.3630987398347e-31,"0","UBE3A"
"MIR4435-2HG",6.91353898423768e-36,0.339700128237706,0.123,0.276,2.53042440362083e-31,"0","MIR4435-2HG"
"SCAMP2",7.48224673489001e-36,0.441315624202009,0.141,0.307,2.73857712743709e-31,"0","SCAMP2"
"PSMG2",7.61378214200466e-36,0.274822269707394,0.161,0.34,2.78672040179512e-31,"0","PSMG2"
"CHCHD1",1.00884840267632e-35,0.30230645453495,0.167,0.35,3.69248603863561e-31,"0","CHCHD1"
"DHPS",1.11058475169661e-35,0.403065612322346,0.129,0.286,4.06485124968476e-31,"0","DHPS"
"PPP2R2A",1.3265035496589e-35,0.289611406246148,0.17,0.352,4.85513564210653e-31,"0","PPP2R2A"
"CMC1",1.50876438719728e-35,3.25259528134294,0.287,0.219,5.52222853358078e-31,"0","CMC1"
"HNRNPUL2",1.93727509165103e-35,0.330478638964826,0.114,0.261,7.09062056295194e-31,"0","HNRNPUL2"
"TMEM259",2.98362230320934e-35,0.429068443601413,0.161,0.34,1.09203559919765e-30,"0","TMEM259"
"RPL4",4.18396403424547e-35,0.391972627425588,0.788,0.852,1.53137267617419e-30,"0","RPL4"
"UBE2Q1",4.91199295253111e-35,0.440995220752958,0.127,0.283,1.79783854055591e-30,"0","UBE2Q1"
"NECAP2",5.81670361425115e-35,0.274668225943037,0.163,0.341,2.12897168985206e-30,"0","NECAP2"
"DCTN3",7.87306837964596e-35,0.378163356494677,0.182,0.376,2.88162175763422e-30,"0","DCTN3"
"PPP1CA",8.05771460018298e-35,0.264772292193866,0.197,0.398,2.94920412081297e-30,"0","PPP1CA"
"PRKAA1",9.85988815291626e-35,0.40242559469523,0.114,0.259,3.60881766284888e-30,"0","PRKAA1"
"CLPP",1.14984383470009e-34,0.426920894938675,0.156,0.331,4.20854341938581e-30,"0","CLPP"
"CIAO1",1.24477572928238e-34,0.339004764542992,0.158,0.333,4.55600364674645e-30,"0","CIAO1"
"NDUFS7",1.8174579861703e-34,0.433231065259826,0.172,0.358,6.6520779751819e-30,"0","NDUFS7"
"CLNS1A",2.26667535188419e-34,0.286957540761751,0.157,0.329,8.29625845543131e-30,"0","CLNS1A"
"STOM",2.67208692841054e-34,0.297564254348199,0.133,0.288,9.78010536667543e-30,"0","STOM"
"OGFR",2.76300693871744e-34,0.289147456761769,0.13,0.282,1.01128816963997e-29,"0","OGFR"
"ETNK1",6.06198887306084e-34,0.361329888503714,0.181,0.368,2.218748547429e-29,"0","ETNK1"
"NKTR",6.76777091128236e-34,1.19479607437393,0.482,0.489,2.47707183123846e-29,"0","NKTR"
"UBE2E3",6.98751770917097e-34,0.578313332451405,0.142,0.306,2.55750135673367e-29,"0","UBE2E3"
"ELK4",7.53832077676929e-34,0.347903595951213,0.138,0.295,2.75910078750533e-29,"0","ELK4"
"USP14",8.01187931058606e-34,0.398819148316575,0.157,0.33,2.9324279464676e-29,"0","USP14"
"SMAD2",8.10507623208402e-34,0.317517837856609,0.136,0.292,2.96653895170507e-29,"0","SMAD2"
"COA6",8.8604954913957e-34,0.308483588156863,0.126,0.276,3.24302995480574e-29,"0","COA6"
"ZNF148",9.22635410837334e-34,0.338142452013873,0.151,0.317,3.37693786720573e-29,"0","ZNF148"
"TARDBP",1.38700153552278e-33,0.466798395652567,0.13,0.283,5.07656432016691e-29,"0","TARDBP"
"EML4",1.52337107257309e-33,1.51562156079002,0.401,0.371,5.57569046272478e-29,"0","EML4"
"RORA",1.53658498836699e-33,1.64201634871831,0.392,0.363,5.62405471592201e-29,"0","RORA"
"LSM5",1.94989089379799e-33,0.27918387786921,0.148,0.311,7.13679566039003e-29,"0","LSM5"
"ARID4B",1.99565094009556e-33,1.26309886660122,0.463,0.471,7.30428200584377e-29,"0","ARID4B"
"BOLA2",2.22893204041862e-33,0.441002106038039,0.123,0.27,8.15811416113619e-29,"0","BOLA2"
"NDUFAF8",2.37575828671418e-33,0.42688382774122,0.112,0.253,8.69551290520256e-29,"0","NDUFAF8"
"C14orf119",2.45520966351352e-33,0.299385321807427,0.123,0.269,8.98631288942584e-29,"0","C14orf119"
"DNAJC1",3.86195085105968e-33,0.319136708433464,0.23,0.452,1.41351263099635e-28,"0","DNAJC1"
"UBL3",4.16771040697633e-33,0.403513296903407,0.138,0.294,1.52542368605741e-28,"0","UBL3"
"SRPK1",4.55364191101609e-33,0.411028405777461,0.134,0.288,1.666678475851e-28,"0","SRPK1"
"C2orf49",5.60149479692482e-33,0.578076097534972,0.13,0.283,2.05020311062245e-28,"0","C2orf49"
"TMEM35B",6.70721214906343e-33,0.301770266205584,0.122,0.266,2.4549067186787e-28,"0","TMEM35B"
"DHX15",9.61158330812432e-33,0.408288043683658,0.146,0.307,3.51793560660658e-28,"0","DHX15"
"ETFB",1.17637734364275e-32,0.280318675362037,0.152,0.314,4.30565871546682e-28,"0","ETFB"
"LSM2",1.3149882606866e-32,0.356682058563259,0.145,0.303,4.81298853293902e-28,"0","LSM2"
"TXNDC9",1.86020932229139e-32,0.356059116339829,0.118,0.259,6.8085521405187e-28,"0","TXNDC9"
"RAB14",2.13840309522094e-32,0.299543973360675,0.248,0.484,7.82676916881816e-28,"0","RAB14"
"CORO1A",2.33957837866346e-32,1.65076002492048,0.257,0.173,8.56309082374613e-28,"0","CORO1A"
"H2AFV",2.98644176867542e-32,1.12291192363043,0.504,0.55,1.09306755175289e-27,"0","H2AFV"
"MAP2K2",3.17209526857589e-32,0.288374439812609,0.232,0.453,1.16101858925146e-27,"0","MAP2K2"
"WIPI2",3.37733517895618e-32,0.375433277358144,0.162,0.333,1.23613844884975e-27,"0","WIPI2"
"MICOS13",3.67188034891921e-32,0.386942442880182,0.123,0.267,1.34394492650792e-27,"0","MICOS13"
"ZNF326",3.80238740928569e-32,0.408617726493374,0.154,0.317,1.39171181567266e-27,"0","ZNF326"
"APPL1",4.56550176933266e-32,0.443804453024292,0.138,0.291,1.67101930259345e-27,"0","APPL1"
"GPBP1L1",5.64186594089729e-32,0.432239977121528,0.136,0.288,2.06497935302782e-27,"0","GPBP1L1"
"CEBPZOS",6.54004715414415e-32,0.496982424941036,0.113,0.25,2.3937226588883e-27,"0","CEBPZOS"
"CTR9",9.10194559139258e-32,0.36230399592179,0.127,0.272,3.3314031059056e-27,"0","CTR9"
"TXNL4A",1.11153761307585e-31,0.351781679127077,0.199,0.394,4.06833881761893e-27,"0","TXNL4A"
"PTPN2",2.02568575951611e-31,0.345157672867838,0.153,0.313,7.4142124484049e-27,"0","PTPN2"
"PUM1",2.35716376846151e-31,0.386280394484031,0.155,0.317,8.62745510894598e-27,"0","PUM1"
"HAGH",2.88206958030258e-31,0.447998027717679,0.123,0.265,1.05486628708655e-26,"0","HAGH"
"JMJD6",3.57167680916738e-31,0.315028432197171,0.216,0.419,1.30726942892335e-26,"0","JMJD6"
"HSPA4",3.57577523578469e-31,0.284142025891387,0.167,0.335,1.30876949404955e-26,"0","HSPA4"
"PPP2R2D",3.63801842680192e-31,0.443903299746238,0.121,0.261,1.33155112439377e-26,"0","PPP2R2D"
"ERP29",4.580722214145e-31,0.895528698530102,0.529,0.581,1.67659013759921e-26,"0","ERP29"
"SNRPC",5.84491562287981e-31,0.527633966695051,0.148,0.307,2.13929756713024e-26,"0","SNRPC"
"MED19",6.90911118296259e-31,0.467164419887438,0.134,0.282,2.52880378407614e-26,"0","MED19"
"GOSR1",7.69306706090846e-31,0.419296117423085,0.119,0.257,2.8157394749631e-26,"0","GOSR1"
"RBM7",8.96776690529614e-31,0.330317185572487,0.171,0.342,3.28229236500744e-26,"0","RBM7"
"ANXA7",1.21109046160142e-30,0.286935640825437,0.209,0.408,4.43271219850737e-26,"0","ANXA7"
"PIN1",1.26926296314411e-30,0.542374698588535,0.15,0.311,4.64562937140376e-26,"0","PIN1"
"TOX4",1.40963562785809e-30,0.352852159088221,0.197,0.388,5.15940736152341e-26,"0","TOX4"
"MEF2D",1.77541597729969e-30,0.431278776066553,0.133,0.279,6.49820001851458e-26,"0","MEF2D"
"NR1D2",2.67695698094079e-30,0.409624579090107,0.122,0.259,9.7979302459414e-26,"0","NR1D2"
"PDS5A",2.78705175677056e-30,0.544648372583816,0.129,0.273,1.02008881349559e-25,"0","PDS5A"
"CCNT2",2.9062835594538e-30,0.372446756867864,0.136,0.281,1.06372884559569e-25,"0","CCNT2"
"CDKN2D",4.147514304908e-30,0.28575268505645,0.137,0.283,1.51803171073938e-25,"0","CDKN2D"
"SUGT1",4.59423234728901e-30,0.357868276295136,0.203,0.394,1.68153498143125e-25,"0","SUGT1"
"ARFGEF1",6.93870330441344e-30,0.412802212414865,0.147,0.301,2.53963479644836e-25,"0","ARFGEF1"
"STUB1",1.19149562202914e-29,0.352879831258249,0.222,0.431,4.36099312618885e-25,"0","STUB1"
"DANCR",1.23527006991329e-29,0.307614835889246,0.228,0.436,4.52121198288963e-25,"0","DANCR"
"ARPC5L",1.28393461465689e-29,0.351393768362224,0.223,0.432,4.69932908310569e-25,"0","ARPC5L"
"NUTM2A-AS1",1.37256498605386e-29,0.43625854179524,0.144,0.293,5.02372510545574e-25,"0","NUTM2A-AS1"
"ADSS",1.37445009567775e-29,0.453021697833332,0.12,0.255,5.03062479519013e-25,"0","ADSS"
"NDUFA3",1.40943430557306e-29,0.451895517539312,0.164,0.33,5.15867050182796e-25,"0","NDUFA3"
"KRAS",1.58879710087645e-29,1.18457905083583,0.473,0.502,5.8151562689179e-25,"0","KRAS"
"SDF4",1.75057064482712e-29,0.435518282561496,0.22,0.429,6.40726361713173e-25,"0","SDF4"
"NDUFA5",1.8066662978445e-29,0.464547346171134,0.209,0.408,6.61257931674065e-25,"0","NDUFA5"
"KDM7A",2.0433093768608e-29,0.416710279167089,0.134,0.278,7.47871665024821e-25,"0","KDM7A"
"BRD4",2.21174524811507e-29,0.288033719857773,0.204,0.392,8.09520878262596e-25,"0","BRD4"
"CDC37",2.78420393440643e-29,0.282491359200581,0.259,0.489,1.0190464820321e-24,"0","CDC37"
"TAF9",3.5623317037505e-29,0.435327503747236,0.16,0.321,1.30384902688972e-24,"0","TAF9"
"TRABD",3.68002031357361e-29,0.286283735009013,0.214,0.407,1.34692423497108e-24,"0","TRABD"
"PUM2",4.59025168215222e-29,0.508648588475945,0.135,0.279,1.68007801818453e-24,"0","PUM2"
"SAP30",4.71670630171551e-29,0.474301123584,0.175,0.345,1.72636167349089e-24,"0","SAP30"
"CBX6",5.09126813965566e-29,0.279700450870252,0.149,0.299,1.86345505179537e-24,"0","CBX6"
"OIP5-AS1",5.63624837868224e-29,0.382689249934271,0.195,0.376,2.06292326908149e-24,"0","OIP5-AS1"
"DNAJC7",5.72528922908819e-29,0.323511975222904,0.224,0.427,2.09551311073857e-24,"0","DNAJC7"
"MEAF6",8.00448400067396e-29,0.461853220273901,0.166,0.332,2.92972118908668e-24,"0","MEAF6"
"SSNA1",8.36478135456148e-29,0.438419025687089,0.173,0.342,3.06159362358305e-24,"0","SSNA1"
"USP48",9.57455386732025e-29,0.439048369251928,0.137,0.279,3.50438246097788e-24,"0","USP48"
"NCOA3",1.46965009173931e-28,0.293278724549554,0.141,0.284,5.37906630077505e-24,"0","NCOA3"
"UBE2K",1.84225832305475e-28,0.410773655513389,0.206,0.395,6.7428496882127e-24,"0","UBE2K"
"ISCU",1.99607033477524e-28,0.74806877426384,0.581,0.666,7.30581703231085e-24,"0","ISCU"
"RBIS",2.21791398499965e-28,0.286498141441479,0.245,0.461,8.11778697649722e-24,"0","RBIS"
"IST1",2.54823404087963e-28,0.36725478896502,0.203,0.39,9.32679141302355e-24,"0","IST1"
"FBXO7",2.87042426979525e-28,0.560992016294677,0.162,0.323,1.05060398698776e-23,"0","FBXO7"
"PHF1",2.94470885052532e-28,0.366073281428434,0.177,0.344,1.07779288638077e-23,"0","PHF1"
"C8orf76",3.00138240108818e-28,0.444019982764766,0.123,0.258,1.09853597262228e-23,"0","C8orf76"
"TMCO1",3.40435518362673e-28,0.284737506738507,0.217,0.416,1.24602804075922e-23,"0","TMCO1"
"CDC73",3.47341370662711e-28,0.476586321990388,0.16,0.318,1.27130415076259e-23,"0","CDC73"
"SUPT5H",4.33288247914224e-28,0.400205098880777,0.198,0.381,1.58587831619085e-23,"0","SUPT5H"
"RNF115",4.39602050999604e-28,0.552754424210395,0.121,0.254,1.60898746686365e-23,"0","RNF115"
"KHDRBS1",4.92844175228916e-28,0.32235848445119,0.243,0.46,1.80385896575535e-23,"0","KHDRBS1"
"ZNF217",5.76606705860972e-28,0.365596408717283,0.143,0.286,2.11043820412174e-23,"0","ZNF217"
"EIF3K",6.60458580587387e-28,0.59751871820423,0.627,0.732,2.41734445080789e-23,"0","EIF3K"
"TNFRSF18",7.40795525134998e-28,1.98645902740402,0.278,0.21,2.71138570154661e-23,"0","TNFRSF18"
"SUMO3",1.07261622553045e-27,0.384910430684316,0.227,0.431,3.92588264706401e-23,"0","SUMO3"
"RHOG",1.15793990046739e-27,0.28963644963678,0.236,0.435,4.23817582970068e-23,"0","RHOG"
"UBE2B",1.46004973715959e-27,0.850222509855208,0.57,0.682,5.34392804297781e-23,"0","UBE2B"
"FBRS",1.89238933226151e-27,0.404727235012774,0.128,0.261,6.92633419501037e-23,"0","FBRS"
"TMEM50B",2.31403522283769e-27,0.506645897901635,0.136,0.276,8.46960031910822e-23,"0","TMEM50B"
"CDKN1B",2.51619685961986e-27,1.79456314237893,0.365,0.346,9.20953212589463e-23,"0","CDKN1B"
"PRPF8",2.748071896774e-27,0.435104360669527,0.181,0.35,1.00582179493825e-22,"0","PRPF8"
"ELOF1",2.97862163619692e-27,0.428955607049564,0.128,0.262,1.09020530506443e-22,"0","ELOF1"
"TM2D3",3.58854906930821e-27,0.535531397642746,0.141,0.283,1.3134448448575e-22,"0","TM2D3"
"MBD4",3.89952883491101e-27,0.355822242557485,0.184,0.352,1.42726654886578e-22,"0","MBD4"
"RPS6KB2",3.97540721207415e-27,0.736865171384252,0.123,0.255,1.45503879369126e-22,"0","RPS6KB2"
"EPC1",4.96816297378882e-27,1.54174497701303,0.353,0.315,1.81839733003645e-22,"0","EPC1"
"AGO2",5.79946490929661e-27,0.299349929353984,0.185,0.35,2.12266215145165e-22,"0","AGO2"
"SYS1",6.40317574094264e-27,0.474638758765797,0.134,0.272,2.34362635294241e-22,"0","SYS1"
"BMI1",7.53735766448061e-27,0.496535416131406,0.123,0.254,2.75874827877655e-22,"0","BMI1"
"CIRBP",7.6837103237309e-27,0.750377542448316,0.592,0.681,2.81231481558875e-22,"0","CIRBP"
"GLIPR1",8.71505541928878e-27,2.06195462263022,0.259,0.195,3.18979743401389e-22,"0","GLIPR1"
"SHOC2",9.00213920680581e-27,0.345502901000963,0.129,0.261,3.29487297108299e-22,"0","SHOC2"
"MORC3",1.54673870744519e-26,0.44748537657473,0.184,0.353,5.66121834312015e-22,"0","MORC3"
"DNAJA1",1.73034681689252e-26,0.751879909292782,0.63,0.696,6.3332423845083e-22,"0","DNAJA1"
"MARCH5",2.49201854527029e-26,0.544806615570106,0.18,0.348,9.12103707754379e-22,"0","MARCH5"
"HERC4",5.11420517384617e-26,0.496117554890418,0.172,0.331,1.87185023567944e-21,"0","HERC4"
"TOMM20",5.35705168749511e-26,0.403035282232396,0.761,0.838,1.96073448814009e-21,"0","TOMM20"
"ERGIC2",5.58966294834983e-26,0.598098623947454,0.142,0.285,2.04587253572552e-21,"0","ERGIC2"
"WDR33",5.85361721159173e-26,0.476183953713344,0.206,0.39,2.14248243561469e-21,"0","WDR33"
"ITM2C",6.67152514238931e-26,0.643706018652947,0.174,0.335,2.44184491736591e-21,"0","ITM2C"
"CCSER2",7.98593539829836e-26,2.07891648429343,0.307,0.266,2.92293221513118e-21,"0","CCSER2"
"ATP11B",8.29181699026536e-26,0.502586500821815,0.151,0.297,3.03488793660703e-21,"0","ATP11B"
"CCNK",9.54424876433644e-26,0.495005313084385,0.143,0.283,3.49329049023478e-21,"0","CCNK"
"MRPL54",1.4888882803416e-25,0.415725419985154,0.189,0.358,5.4494799948783e-21,"0","MRPL54"
"COX20",1.75028159937954e-25,0.431268728612444,0.221,0.411,6.40620568188906e-21,"0","COX20"
"EWSR1",1.779014271237e-25,0.39311470794413,0.236,0.436,6.51137013415454e-21,"0","EWSR1"
"MPHOSPH8",1.80121258084682e-25,1.29351333240036,0.421,0.424,6.59261816715746e-21,"0","MPHOSPH8"
"WBP11",1.81528224285256e-25,0.342881601265331,0.226,0.419,6.64411453706464e-21,"0","WBP11"
"PSMD6",2.05519735184683e-25,0.565404114014159,0.162,0.315,7.52222782749458e-21,"0","PSMD6"
"KLC1",2.15381618991797e-25,0.380023226498124,0.148,0.288,7.88318263671877e-21,"0","KLC1"
"PHF20L1",3.29623243927669e-25,0.317146381391795,0.209,0.387,1.20645403509966e-20,"0","PHF20L1"
"DCXR",3.68323273319224e-25,0.547072593313441,0.169,0.325,1.34810001267569e-20,"0","DCXR"
"OTULIN",3.81758469735341e-25,0.654624141333509,0.146,0.286,1.39727417507832e-20,"0","OTULIN"
"TOB2",4.10834038841757e-25,0.455160152649251,0.127,0.254,1.50369366556471e-20,"0","TOB2"
"ELF1",5.34522011023186e-25,1.33153202687076,0.406,0.397,1.95640401254596e-20,"0","ELF1"
"CNIH1",5.7969248758091e-25,0.470056746699734,0.248,0.457,2.12173247379489e-20,"0","CNIH1"
"TUSC2",6.95074072656603e-25,0.661493474884102,0.125,0.252,2.54404061333043e-20,"0","TUSC2"
"TXNDC15",8.27131956649241e-25,0.455502080078439,0.127,0.255,3.02738567453189e-20,"0","TXNDC15"
"EAPP",9.98601794631713e-25,0.516298119331532,0.172,0.33,3.65498242853153e-20,"0","EAPP"
"PGM2L1",1.00282467420425e-24,0.590362763593954,0.147,0.284,3.67043859005496e-20,"0","PGM2L1"
"ZNF24",1.06042540983869e-24,0.434362496532569,0.202,0.377,3.8812630425506e-20,"0","ZNF24"
"KLF6",1.56773263319002e-24,0.734985590830787,0.603,0.657,5.73805821073881e-20,"0","KLF6"
"DCAF13",1.72957731624484e-24,0.37954587787347,0.141,0.274,6.33042593518775e-20,"0","DCAF13"
"HCLS1",1.73705443217685e-24,1.5282907716103,0.285,0.225,6.35779292721049e-20,"0","HCLS1"
"TMEM248",2.137079377305e-24,0.496481116288364,0.193,0.362,7.82192422887402e-20,"0","TMEM248"
"SAR1B",2.28952977973491e-24,0.523065099188872,0.215,0.404,8.37990794680774e-20,"0","SAR1B"
"MAGED2",2.31216234356751e-24,0.405209651637661,0.194,0.361,8.46274539369146e-20,"0","MAGED2"
"RRP36",2.42029028521755e-24,0.685609115883126,0.128,0.255,8.85850447292476e-20,"0","RRP36"
"VAMP2",2.63258411347593e-24,1.12265573433076,0.492,0.556,9.63552111373326e-20,"0","VAMP2"
"FAM177A1",2.98019330666115e-24,0.403722720731179,0.245,0.453,1.09078055217105e-19,"0","FAM177A1"
"BCL7C",3.27546627358635e-24,0.482811311533943,0.187,0.351,1.19885341079534e-19,"0","BCL7C"
"AP1G1",3.60885373009205e-24,0.624273387871469,0.137,0.269,1.32087655375099e-19,"0","AP1G1"
"RGS1",3.78881205706511e-24,0.777360170811056,0.286,0.203,1.3867431010064e-19,"0","RGS1"
"MED28",6.04030268176302e-24,0.465475834738918,0.171,0.322,2.21081118455208e-19,"0","MED28"
"MDM4",6.13547456511847e-24,0.294717810387679,0.2,0.364,2.24564504557901e-19,"0","MDM4"
"CDC42SE1",7.75087030641515e-24,0.53989385369478,0.192,0.36,2.83689604085101e-19,"0","CDC42SE1"
"CCNT1",8.80515445496521e-24,0.653488122004687,0.128,0.253,3.22277458206182e-19,"0","CCNT1"
"HNRNPUL1",9.37480465541165e-24,1.56919605197331,0.369,0.359,3.43127225192722e-19,"0","HNRNPUL1"
"RLF",9.62451854305274e-24,0.449902205100976,0.198,0.366,3.52267003194273e-19,"0","RLF"
"SPTY2D1",1.10728573527787e-23,0.490034035433268,0.188,0.349,4.05277651969052e-19,"0","SPTY2D1"
"TOR1AIP1",1.13392427643924e-23,0.632447113994304,0.132,0.26,4.15027624419527e-19,"0","TOR1AIP1"
"SURF4",1.32653365295344e-23,0.314301151236643,0.281,0.504,4.85524582317488e-19,"0","SURF4"
"ZNF451",1.98363876750633e-23,0.472959776236436,0.19,0.351,7.26031625294991e-19,"0","ZNF451"
"GPS2",2.76096220404704e-23,0.495577398874493,0.155,0.295,1.01053977630326e-18,"0","GPS2"
"CNOT2",2.94681442646015e-23,0.557568868389579,0.189,0.353,1.07856354822868e-18,"0","CNOT2"
"KMT2A",5.21577741712649e-23,1.23232706521631,0.455,0.498,1.90902669244247e-18,"0","KMT2A"
"KMT2E",6.30626368242557e-23,0.924487633519333,0.522,0.597,2.30815557040458e-18,"0","KMT2E"
"PPP4R2",6.62618562047488e-23,0.327549808040295,0.209,0.378,2.42525019895001e-18,"0","PPP4R2"
"NSMCE3",7.06121841022312e-23,1.92273039685678,0.325,0.297,2.58447655032576e-18,"0","NSMCE3"
"DNAJC8",7.66403414579686e-23,0.373251371111585,0.258,0.466,2.80511313770311e-18,"0","DNAJC8"
"BAZ1A",7.73748929681518e-23,0.338372841309612,0.222,0.4,2.83199845752733e-18,"0","BAZ1A"
"ISY1",9.65585151547222e-23,0.660934582989175,0.138,0.268,3.53413821317799e-18,"0","ISY1"
"SYNCRIP",1.00363933981697e-22,0.411343401391476,0.209,0.382,3.67342034766411e-18,"0","SYNCRIP"
"STT3B",1.11882688269178e-22,0.58539587782046,0.204,0.377,4.09501827334017e-18,"0","STT3B"
"PRRC2B",1.17130220614925e-22,0.437030883887629,0.136,0.26,4.28708320472686e-18,"0","PRRC2B"
"LUC7L3",1.18934122121757e-22,0.937905961513256,0.521,0.6,4.35310780377844e-18,"0","LUC7L3"
"RNPS1",1.26849459026532e-22,0.285494112501326,0.259,0.465,4.6428170498301e-18,"0","RNPS1"
"FDX1",1.43030933438338e-22,0.606370426999294,0.158,0.299,5.23507519477663e-18,"0","FDX1"
"TNKS2",1.43683599377588e-22,0.542459182240543,0.16,0.302,5.25896342081911e-18,"0","TNKS2"
"PSMD9",1.47864193624336e-22,0.344234714957199,0.248,0.449,5.41197735084432e-18,"0","PSMD9"
"GGNBP2",1.55512371704049e-22,0.50115120436215,0.231,0.422,5.6919083167399e-18,"0","GGNBP2"
"RICTOR",1.67472822715858e-22,0.360029507359463,0.187,0.34,6.1296727842231e-18,"0","RICTOR"
"PPP6C",1.71804345486023e-22,0.665788065637824,0.131,0.254,6.28821084913392e-18,"0","PPP6C"
"CCNL2",1.82629932085029e-22,0.53798294564792,0.18,0.332,6.68443814424416e-18,"0","CCNL2"
